co,pm10,o3,so2,pm25,no2,aqi,city_name,date,grade
1.7,115,61,76,57,55,83,银川,2017-11-15,良
2.7,215,62,108,121,83,159,银川,2017-11-16,中度污染
0.9,81,69,32,29,23,66,银川,2017-11-17,良
1.1,67,49,68,28,33,59,银川,2017-11-18,良
2.3,155,33,144,72,65,103,银川,2017-11-19,轻度污染
1.8,132,51,82,69,63,93,银川,2017-11-20,良
1.2,104,86,75,44,40,77,银川,2017-11-21,良
0.6,44,80,25,14,17,44,银川,2017-11-22,优
0.8,66,81,43,18,24,58,银川,2017-11-23,良
1.1,101,76,55,31,37,76,银川,2017-11-24,良
1.0,75,77,54,23,33,63,银川,2017-11-25,良
1.8,129,53,72,52,54,90,银川,2017-11-26,良
2.5,186,42,95,84,64,118,银川,2017-11-27,轻度污染
1.0,245,73,40,41,28,148,银川,2017-11-28,轻度污染
2.0,209,40,126,63,53,130,银川,2017-11-29,轻度污染
1.2,106,66,50,33,35,78,银川,2017-11-30,良
1.8,119,60,64,56,56,85,银川,2017-12-01,良
2.5,167,42,96,96,71,127,银川,2017-12-02,轻度污染
1.5,87,76,75,46,45,69,银川,2017-12-03,良
1.4,56,59,68,29,40,59,银川,2017-12-04,良
1.6,83,57,66,48,52,67,银川,2017-12-05,良
1.8,85,57,77,52,57,72,银川,2017-12-06,良
1.6,77,64,81,45,54,68,银川,2017-12-07,良
1.9,93,56,58,54,55,74,银川,2017-12-08,良
1.7,116,75,63,59,49,83,银川,2017-12-09,良
1.6,111,59,56,49,59,81,银川,2017-12-10,良
2.7,152,49,87,86,62,114,银川,2017-12-11,轻度污染
3.2,167,56,102,103,64,135,银川,2017-12-12,轻度污染
1.9,111,62,84,56,46,81,银川,2017-12-13,良
1.7,119,43,59,70,46,94,银川,2017-12-14,良
1.4,70,58,48,39,34,60,银川,2017-12-15,良
1.3,50,71,38,24,33,50,银川,2017-12-16,优
1.8,76,56,49,46,55,69,银川,2017-12-17,良
2.0,91,47,69,52,59,74,银川,2017-12-18,良
1.8,93,62,67,54,63,79,银川,2017-12-19,良
1.6,90,68,63,54,64,80,银川,2017-12-20,良
2.6,135,65,102,82,76,109,银川,2017-12-21,轻度污染
2.1,155,58,94,97,74,128,银川,2017-12-22,轻度污染
1.2,113,99,50,50,42,82,银川,2017-12-23,良
1.0,99,78,50,36,45,75,银川,2017-12-24,良
1.8,133,52,69,67,66,92,银川,2017-12-25,良
2.7,163,66,96,94,72,124,银川,2017-12-26,轻度污染
3.2,202,63,114,125,74,165,银川,2017-12-27,中度污染
2.4,171,57,116,83,68,111,银川,2017-12-28,轻度污染
1.3,212,45,71,57,56,131,银川,2017-12-29,轻度污染
0.6,90,87,25,23,25,70,银川,2017-12-30,良
1.6,160,63,56,58,46,105,银川,2017-12-31,轻度污染
1.9,203,68,106,78,50,127,银川,2018-01-01,轻度污染
0.7,62,64,43,26,25,56,银川,2018-01-02,良
0.7,52,56,30,18,19,51,银川,2018-01-03,良
1.2,99,49,29,62,34,84,银川,2018-01-04,良
1.6,117,73,24,89,33,118,银川,2018-01-05,轻度污染
1.5,109,75,35,88,31,117,银川,2018-01-06,轻度污染
0.8,82,85,35,45,22,66,银川,2018-01-07,良
0.9,49,77,50,25,37,50,银川,2018-01-08,优
0.6,54,95,30,23,21,52,银川,2018-01-09,良
1.1,93,55,71,46,56,72,银川,2018-01-10,良
1.5,114,66,65,63,66,85,银川,2018-01-11,良
2.3,168,83,53,107,61,140,银川,2018-01-12,轻度污染
2.7,193,51,97,126,71,166,银川,2018-01-13,中度污染
2.4,206,80,102,121,61,159,银川,2018-01-14,中度污染
2.1,162,61,110,85,59,113,银川,2018-01-15,轻度污染
1.3,123,49,76,47,54,87,银川,2018-01-16,良
0.9,130,75,60,36,35,90,银川,2018-01-17,良
1.8,121,33,86,62,55,86,银川,2018-01-18,良
1.9,119,61,75,66,55,89,银川,2018-01-19,良
1.4,95,103,59,45,42,73,银川,2018-01-20,良
0.9,98,94,34,33,31,74,银川,2018-01-21,良
0.9,96,67,37,37,25,73,银川,2018-01-22,良
0.7,44,72,39,20,20,44,银川,2018-01-23,优
1.2,81,62,92,44,33,71,银川,2018-01-24,良
1.1,67,58,54,34,30,59,银川,2018-01-25,良
1.5,92,64,77,55,38,75,银川,2018-01-26,良
1.5,149,54,43,94,33,124,银川,2018-01-27,轻度污染
0.8,73,77,49,30,21,62,银川,2018-01-28,良
1.3,101,71,60,59,36,80,银川,2018-01-29,良
1.2,94,50,98,55,41,75,银川,2018-01-30,良
1.2,107,79,55,45,46,79,银川,2018-01-31,良
1.1,129,84,66,44,35,90,银川,2018-02-01,良
0.9,53,77,52,23,29,52,银川,2018-02-02,良
1.2,67,70,75,36,42,63,银川,2018-02-03,良
1.7,87,80,85,53,48,73,银川,2018-02-04,良
1.7,90,84,79,56,57,77,银川,2018-02-05,良
1.5,97,75,92,56,55,77,银川,2018-02-06,良
1.2,88,79,89,44,47,70,银川,2018-02-07,良
1.2,139,96,70,47,38,95,银川,2018-02-08,良
0.6,315,100,28,58,11,183,银川,2018-02-09,中度污染
0.6,71,92,18,18,9,61,银川,2018-02-10,良
0.8,55,84,66,20,24,58,银川,2018-02-11,良
1.2,59,93,83,35,45,67,银川,2018-02-12,良
1.6,90,81,68,47,47,70,银川,2018-02-13,良
1.3,65,86,76,34,30,63,银川,2018-02-14,良
1.9,101,99,116,65,43,88,银川,2018-02-15,良
1.7,141,116,107,96,44,127,银川,2018-02-16,轻度污染
1.6,106,99,97,66,38,89,银川,2018-02-17,良
1.1,69,111,86,38,32,68,银川,2018-02-18,良
1.2,83,102,62,47,24,67,银川,2018-02-19,良
0.8,58,76,45,34,23,54,银川,2018-02-20,良
0.8,73,107,36,41,22,62,银川,2018-02-21,良
0.6,45,106,28,16,18,55,银川,2018-02-22,良
1.0,73,94,57,35,36,62,银川,2018-02-23,良
0.9,104,102,43,33,37,77,银川,2018-02-24,良
0.9,88,110,42,32,24,69,银川,2018-02-25,良
1.0,83,103,53,33,38,67,银川,2018-02-26,良
1.3,93,95,71,47,50,72,银川,2018-02-27,良
0.7,90,111,39,26,19,70,银川,2018-02-28,良
0.8,92,103,41,25,27,71,银川,2018-03-01,良
0.9,104,116,48,36,29,77,银川,2018-03-02,良
1.1,154,108,55,47,34,102,银川,2018-03-03,轻度污染
1.0,184,116,71,59,32,117,银川,2018-03-04,轻度污染
1.2,139,100,69,43,31,95,银川,2018-03-05,良
1.1,97,114,66,43,42,74,银川,2018-03-06,良
0.6,78,112,20,20,16,64,银川,2018-03-07,良
1.0,91,90,41,33,40,71,银川,2018-03-08,良
1.3,132,111,67,57,65,91,银川,2018-03-09,良
1.3,125,119,63,60,65,88,银川,2018-03-10,良
1.2,135,129,72,66,68,93,银川,2018-03-11,良
1.0,114,117,60,46,53,82,银川,2018-03-12,良
1.4,149,136,80,67,73,100,银川,2018-03-13,良
1.1,234,139,60,79,55,142,银川,2018-03-14,轻度污染
0.6,325,105,21,43,16,188,银川,2018-03-15,中度污染
1.3,302,60,47,62,47,176,银川,2018-03-16,中度污染
1.6,255,41,40,82,47,153,银川,2018-03-17,中度污染
1.1,95,89,41,58,37,79,银川,2018-03-18,良
1.5,149,160,60,89,55,118,银川,2018-03-19,轻度污染
0.5,180,110,25,49,19,115,银川,2018-03-20,轻度污染
0.7,98,109,43,32,35,74,银川,2018-03-21,良
0.9,102,121,27,37,47,76,银川,2018-03-22,良
0.9,94,119,38,34,43,72,银川,2018-03-23,良
0.9,67,139,42,26,39,83,银川,2018-03-24,良
0.9,97,150,40,38,48,92,银川,2018-03-25,良
0.8,124,117,46,39,44,87,银川,2018-03-26,良
0.6,199,105,20,56,30,125,银川,2018-03-27,轻度污染
1.0,217,118,35,72,48,134,银川,2018-03-28,轻度污染
1.0,219,139,57,54,27,135,银川,2018-03-29,轻度污染
0.6,342,106,25,80,29,196,银川,2018-03-30,中度污染
0.8,138,121,36,39,41,94,银川,2018-03-31,良
0.7,147,127,39,39,32,99,银川,2018-04-01,良
0.8,257,118,38,59,34,154,银川,2018-04-02,中度污染
2.4,251,34,139,201,116,251,哈尔滨,2013-12-02,重度污染
2.8,373,20,107,320,120,370,哈尔滨,2013-12-03,严重污染
1.2,127,30,90,99,63,129,哈尔滨,2013-12-04,轻度污染
1.2,91,25,81,62,51,83,哈尔滨,2013-12-05,良
1.7,156,32,72,115,67,150,哈尔滨,2013-12-06,轻度污染
2.6,338,28,94,262,100,312,哈尔滨,2013-12-07,严重污染
1.8,252,19,122,190,87,240,哈尔滨,2013-12-08,重度污染
1.1,125,29,90,97,61,128,哈尔滨,2013-12-09,轻度污染
2.1,267,26,88,222,83,272,哈尔滨,2013-12-10,重度污染
1.3,154,23,89,127,61,167,哈尔滨,2013-12-11,中度污染
1.6,201,21,143,165,71,215,哈尔滨,2013-12-12,重度污染
1.2,129,25,90,101,51,133,哈尔滨,2013-12-13,轻度污染
1.1,122,24,118,91,54,120,哈尔滨,2013-12-14,轻度污染
1.5,169,27,133,143,73,190,哈尔滨,2013-12-15,中度污染
2.0,246,20,153,197,93,247,哈尔滨,2013-12-16,重度污染
2.0,223,21,134,175,89,225,哈尔滨,2013-12-17,重度污染
2.2,303,18,132,229,93,279,哈尔滨,2013-12-18,重度污染
1.4,180,26,128,147,78,196,哈尔滨,2013-12-19,中度污染
1.4,111,29,118,84,65,111,哈尔滨,2013-12-20,轻度污染
2.1,242,28,117,171,83,221,哈尔滨,2013-12-21,重度污染
1.9,253,33,163,180,91,230,哈尔滨,2013-12-22,重度污染
2.0,233,27,151,195,92,245,哈尔滨,2013-12-23,重度污染
2.5,315,24,171,232,103,282,哈尔滨,2013-12-24,重度污染
1.5,187,27,181,145,95,193,哈尔滨,2013-12-25,中度污染
1.2,102,32,104,71,60,95,哈尔滨,2013-12-26,良
1.8,171,25,102,167,74,217,哈尔滨,2013-12-27,重度污染
1.9,267,33,120,208,81,258,哈尔滨,2013-12-28,重度污染
1.1,115,32,126,88,59,116,哈尔滨,2013-12-29,轻度污染
1.3,138,33,135,101,70,132,哈尔滨,2013-12-30,轻度污染
0.9,96,38,109,66,55,89,哈尔滨,2013-12-31,良
1.3,141,31,102,108,55,141,哈尔滨,2014-01-01,轻度污染
1.4,140,25,123,100,68,131,哈尔滨,2014-01-02,轻度污染
1.7,197,28,137,144,73,191,哈尔滨,2014-01-03,中度污染
2.2,246,19,146,197,91,247,哈尔滨,2014-01-04,重度污染
3.2,450,22,184,369,123,412,哈尔滨,2014-01-05,严重污染
1.4,216,26,173,167,85,217,哈尔滨,2014-01-06,重度污染
1.4,148,28,104,115,62,150,哈尔滨,2014-01-07,轻度污染
1.0,71,33,82,56,47,77,哈尔滨,2014-01-08,良
1.0,89,32,94,67,54,90,哈尔滨,2014-01-09,良
1.2,127,29,125,90,61,119,哈尔滨,2014-01-10,轻度污染
1.2,124,23,111,86,59,114,哈尔滨,2014-01-11,轻度污染
0.9,81,34,91,59,45,80,哈尔滨,2014-01-12,良
1.4,162,29,141,147,70,195,哈尔滨,2014-01-13,中度污染
1.6,209,22,178,157,85,207,哈尔滨,2014-01-14,重度污染
1.4,200,30,168,150,78,200,哈尔滨,2014-01-15,中度污染
1.4,171,28,127,120,66,157,哈尔滨,2014-01-16,中度污染
1.6,201,28,158,166,84,216,哈尔滨,2014-01-17,重度污染
1.9,232,29,155,173,88,223,哈尔滨,2014-01-18,重度污染
1.4,180,19,163,131,78,173,哈尔滨,2014-01-19,中度污染
1.2,131,26,138,99,70,130,哈尔滨,2014-01-20,轻度污染
1.7,192,24,107,145,72,193,哈尔滨,2014-01-21,中度污染
1.6,225,35,214,165,94,215,哈尔滨,2014-01-22,重度污染
1.2,144,45,178,96,70,126,哈尔滨,2014-01-23,轻度污染
1.7,165,46,98,123,68,162,哈尔滨,2014-01-24,中度污染
1.7,189,36,85,137,82,181,哈尔滨,2014-01-25,中度污染
1.1,125,49,96,86,60,113,哈尔滨,2014-01-26,轻度污染
0.8,83,47,80,45,47,66,哈尔滨,2014-01-27,良
0.8,59,52,58,36,37,54,哈尔滨,2014-01-28,良
1.0,98,51,99,56,54,76,哈尔滨,2014-01-29,良
1.0,72,55,64,54,34,74,哈尔滨,2014-01-30,良
1.3,205,55,118,170,54,220,哈尔滨,2014-01-31,重度污染
1.2,163,49,133,113,65,147,哈尔滨,2014-02-01,轻度污染
0.9,106,57,68,56,37,78,哈尔滨,2014-02-02,良
0.8,46,57,54,28,31,46,哈尔滨,2014-02-03,优
1.0,79,50,78,55,42,75,哈尔滨,2014-02-04,良
1.5,134,52,91,94,60,124,哈尔滨,2014-02-05,轻度污染
1.2,136,55,96,93,55,123,哈尔滨,2014-02-06,轻度污染
1.6,213,40,198,148,108,198,哈尔滨,2014-02-07,中度污染
1.5,146,48,133,108,73,142,哈尔滨,2014-02-08,轻度污染
1.0,85,49,101,54,52,73,哈尔滨,2014-02-09,良
1.6,154,48,125,102,73,134,哈尔滨,2014-02-10,轻度污染
1.6,173,42,172,114,87,148,哈尔滨,2014-02-11,轻度污染
1.6,166,44,121,114,84,149,哈尔滨,2014-02-12,轻度污染
1.6,150,49,118,102,77,133,哈尔滨,2014-02-13,轻度污染
1.3,149,50,125,97,72,128,哈尔滨,2014-02-14,轻度污染
1.7,200,54,107,159,74,209,哈尔滨,2014-02-15,重度污染
1.5,202,57,119,157,90,207,哈尔滨,2014-02-16,重度污染
1.9,210,56,99,160,85,210,哈尔滨,2014-02-17,重度污染
1.7,173,65,99,116,79,152,哈尔滨,2014-02-18,中度污染
1.6,172,55,105,125,88,164,哈尔滨,2014-02-19,中度污染
2.2,218,36,137,146,93,195,哈尔滨,2014-02-20,中度污染
1.4,149,40,168,95,102,125,哈尔滨,2014-02-21,轻度污染
1.7,190,66,118,141,103,187,哈尔滨,2014-02-22,中度污染
2.1,235,77,133,170,100,220,哈尔滨,2014-02-23,重度污染
1.6,200,76,145,146,85,195,哈尔滨,2014-02-24,中度污染
2.4,337,48,152,258,99,308,哈尔滨,2014-02-25,严重污染
1.3,235,77,138,163,65,213,哈尔滨,2014-02-26,重度污染
1.1,80,62,47,54,39,74,哈尔滨,2014-02-27,良
0.8,49,59,55,25,31,49,哈尔滨,2014-02-28,优
0.9,87,48,103,50,48,69,哈尔滨,2014-03-01,良
0.8,74,59,85,44,42,62,哈尔滨,2014-03-02,良
0.8,77,58,78,46,43,64,哈尔滨,2014-03-03,良
0.9,79,60,72,47,47,65,哈尔滨,2014-03-04,良
0.7,69,52,57,36,44,59,哈尔滨,2014-03-05,良
0.7,65,51,64,35,47,58,哈尔滨,2014-03-06,良
0.9,87,52,64,48,55,69,哈尔滨,2014-03-07,良
0.7,64,53,63,32,47,57,哈尔滨,2014-03-08,良
0.7,50,48,57,25,43,50,哈尔滨,2014-03-09,优
0.8,63,54,72,33,53,56,哈尔滨,2014-03-10,良
0.8,91,60,95,49,66,70,哈尔滨,2014-03-11,良
1.0,90,55,74,56,70,77,哈尔滨,2014-03-12,良
0.9,69,55,70,41,65,60,哈尔滨,2014-03-13,良
1.0,112,72,81,63,70,85,哈尔滨,2014-03-14,良
0.7,104,62,88,64,61,86,哈尔滨,2014-03-15,良
0.7,77,64,72,47,56,64,哈尔滨,2014-03-16,良
0.8,82,44,77,52,76,71,哈尔滨,2014-03-17,良
0.8,53,53,60,31,55,51,哈尔滨,2014-03-18,良
1.2,105,39,77,57,76,77,哈尔滨,2014-03-19,良
0.7,43,51,48,22,49,43,哈尔滨,2014-03-20,优
0.8,61,61,59,33,60,55,哈尔滨,2014-03-21,良
1.0,86,61,64,48,78,68,哈尔滨,2014-03-22,良
1.1,110,76,70,67,84,90,哈尔滨,2014-03-23,良
1.2,159,85,80,101,76,132,哈尔滨,2014-03-24,轻度污染
1.7,249,78,76,163,102,213,哈尔滨,2014-03-25,重度污染
1.8,230,88,73,138,103,183,哈尔滨,2014-03-26,中度污染
1.1,166,84,61,114,86,148,哈尔滨,2014-03-27,轻度污染
0.9,121,65,50,82,55,108,哈尔滨,2014-03-28,轻度污染
0.7,68,73,42,28,57,59,哈尔滨,2014-03-29,良
0.7,92,85,39,44,57,71,哈尔滨,2014-03-30,良
0.9,103,84,36,53,59,77,哈尔滨,2014-03-31,良
0.6,76,68,45,41,49,63,哈尔滨,2014-04-01,良
0.8,57,70,32,23,33,53,哈尔滨,2014-04-02,良
0.6,50,60,30,23,37,50,哈尔滨,2014-04-03,优
0.7,77,66,39,38,46,63,哈尔滨,2014-04-04,良
0.7,56,63,29,21,35,53,哈尔滨,2014-04-05,良
0.6,79,80,45,39,51,64,哈尔滨,2014-04-06,良
1.0,117,91,38,64,74,87,哈尔滨,2014-04-07,良
1.0,168,106,47,102,78,134,哈尔滨,2014-04-08,轻度污染
0.7,86,76,28,37,46,68,哈尔滨,2014-04-09,良
0.7,80,82,29,43,56,65,哈尔滨,2014-04-10,良
0.9,130,92,36,61,79,90,哈尔滨,2014-04-11,良
1.0,166,94,48,83,101,110,哈尔滨,2014-04-12,轻度污染
1.2,191,118,37,102,100,134,哈尔滨,2014-04-13,轻度污染
0.8,205,126,33,68,49,127,哈尔滨,2014-04-14,轻度污染
0.6,61,73,21,22,38,56,哈尔滨,2014-04-15,良
0.7,75,77,27,35,50,63,哈尔滨,2014-04-16,良
0.6,67,75,29,29,51,59,哈尔滨,2014-04-17,良
0.6,69,90,26,34,49,60,哈尔滨,2014-04-18,良
0.8,146,89,39,67,86,98,哈尔滨,2014-04-19,良
0.6,85,74,22,48,45,68,哈尔滨,2014-04-20,良
0.7,72,103,19,52,53,71,哈尔滨,2014-04-21,良
0.7,89,93,21,51,64,70,哈尔滨,2014-04-22,良
0.6,104,108,27,45,58,77,哈尔滨,2014-04-23,良
0.6,101,131,29,53,32,76,哈尔滨,2014-04-24,良
0.7,117,136,26,50,36,84,哈尔滨,2014-04-25,良
0.6,173,112,15,44,32,111,哈尔滨,2014-04-26,轻度污染
0.6,78,66,13,24,38,64,哈尔滨,2014-04-27,良
0.8,103,95,20,51,77,76,哈尔滨,2014-04-28,良
0.9,133,105,21,61,77,91,哈尔滨,2014-04-29,良
0.6,109,132,22,45,64,80,哈尔滨,2014-04-30,良
0.7,132,133,22,52,38,91,哈尔滨,2014-05-01,良
0.6,90,76,7,36,31,70,哈尔滨,2014-05-02,良
0.5,49,74,11,34,34,49,哈尔滨,2014-05-03,优
0.6,41,51,9,25,39,41,哈尔滨,2014-05-04,优
0.5,16,47,7,12,23,24,哈尔滨,2014-05-05,优
0.5,31,40,12,20,33,31,哈尔滨,2014-05-06,优
0.6,33,70,14,19,37,35,哈尔滨,2014-05-07,优
0.6,38,63,11,21,42,38,哈尔滨,2014-05-08,优
0.6,53,104,17,24,48,53,哈尔滨,2014-05-09,良
0.7,75,81,23,35,54,63,哈尔滨,2014-05-10,良
0.7,76,97,24,42,47,63,哈尔滨,2014-05-11,良
0.7,33,65,10,26,39,37,哈尔滨,2014-05-12,优
0.7,27,81,11,18,34,41,哈尔滨,2014-05-13,优
0.7,34,63,11,20,41,34,哈尔滨,2014-05-14,优
0.7,35,43,10,23,45,35,哈尔滨,2014-05-15,优
0.6,38,40,14,22,38,38,哈尔滨,2014-05-16,优
0.8,44,78,13,24,39,44,哈尔滨,2014-05-17,优
0.9,68,83,18,38,58,59,哈尔滨,2014-05-18,良
0.8,62,94,18,41,50,58,哈尔滨,2014-05-19,良
0.7,41,66,13,36,40,51,哈尔滨,2014-05-20,良
0.7,41,88,11,28,39,44,哈尔滨,2014-05-21,优
0.6,47,104,15,23,40,53,哈尔滨,2014-05-22,良
0.6,64,132,20,31,38,77,哈尔滨,2014-05-23,良
0.7,77,69,18,25,55,63,哈尔滨,2014-05-24,良
0.8,44,77,16,29,27,44,哈尔滨,2014-05-25,优
0.6,68,52,16,27,33,59,哈尔滨,2014-05-26,良
0.6,43,72,13,20,30,43,哈尔滨,2014-05-27,优
0.6,78,81,15,23,41,64,哈尔滨,2014-05-28,良
0.5,62,73,14,18,35,56,哈尔滨,2014-05-29,良
0.6,54,86,15,20,38,52,哈尔滨,2014-05-30,良
0.9,103,192,28,48,43,129,哈尔滨,2014-05-31,轻度污染
1.0,154,164,29,79,52,105,哈尔滨,2014-06-01,轻度污染
1.0,164,141,24,84,47,111,哈尔滨,2014-06-02,轻度污染
0.8,106,142,17,42,33,85,哈尔滨,2014-06-03,良
0.8,89,123,15,37,42,69,哈尔滨,2014-06-04,良
0.9,89,121,18,45,43,69,哈尔滨,2014-06-05,良
0.7,44,60,12,25,42,44,哈尔滨,2014-06-06,优
0.8,71,44,13,28,56,60,哈尔滨,2014-06-07,良
0.7,26,57,8,16,25,29,哈尔滨,2014-06-08,优
0.8,26,59,9,12,26,30,哈尔滨,2014-06-09,优
0.7,39,48,10,19,36,39,哈尔滨,2014-06-10,优
0.7,41,54,10,23,37,41,哈尔滨,2014-06-11,优
0.6,35,60,11,15,27,35,哈尔滨,2014-06-12,优
0.7,46,79,13,17,36,46,哈尔滨,2014-06-13,优
0.7,45,84,12,19,35,45,哈尔滨,2014-06-14,优
0.7,45,78,12,21,36,45,哈尔滨,2014-06-15,优
0.7,62,77,12,27,40,56,哈尔滨,2014-06-16,良
0.6,35,57,13,17,24,35,哈尔滨,2014-06-17,优
0.6,33,66,11,18,24,33,哈尔滨,2014-06-18,优
0.6,37,70,12,19,29,37,哈尔滨,2014-06-19,优
0.7,54,85,15,25,41,52,哈尔滨,2014-06-20,良
0.7,60,90,14,23,47,55,哈尔滨,2014-06-21,良
0.7,60,89,14,27,51,55,哈尔滨,2014-06-22,良
0.8,99,103,15,35,49,75,哈尔滨,2014-06-23,良
0.6,42,121,10,22,36,68,哈尔滨,2014-06-24,良
0.8,79,181,12,44,33,119,哈尔滨,2014-06-25,轻度污染
0.8,75,145,9,51,29,88,哈尔滨,2014-06-26,良
0.7,34,77,7,26,30,39,哈尔滨,2014-06-27,优
0.7,41,102,8,25,30,52,哈尔滨,2014-06-28,良
0.7,49,107,11,23,45,56,哈尔滨,2014-06-29,良
0.7,53,118,10,29,46,65,哈尔滨,2014-06-30,良
0.7,60,148,10,37,40,90,哈尔滨,2014-07-01,良
0.8,74,147,10,53,37,89,哈尔滨,2014-07-02,良
0.7,55,132,11,33,37,77,哈尔滨,2014-07-03,良
0.8,80,106,9,64,31,87,哈尔滨,2014-07-04,良
0.9,107,137,11,66,45,88,哈尔滨,2014-07-05,良
0.7,55,119,8,35,28,66,哈尔滨,2014-07-06,良
0.6,35,83,10,18,38,42,哈尔滨,2014-07-07,优
0.7,50,88,9,26,29,50,哈尔滨,2014-07-08,优
0.5,27,75,9,14,20,38,哈尔滨,2014-07-09,优
0.5,22,57,8,11,22,29,哈尔滨,2014-07-10,优
0.5,20,52,8,11,20,26,哈尔滨,2014-07-11,优
0.7,23,48,6,16,32,24,哈尔滨,2014-07-12,优
0.7,40,45,8,22,46,40,哈尔滨,2014-07-13,优
0.6,21,66,7,11,26,33,哈尔滨,2014-07-14,优
0.8,42,61,8,23,58,42,哈尔滨,2014-07-15,优
0.9,49,102,7,35,46,52,哈尔滨,2014-07-16,良
0.7,40,89,8,34,32,48,哈尔滨,2014-07-17,优
0.8,48,99,6,34,31,50,哈尔滨,2014-07-18,优
0.8,59,97,6,39,37,55,哈尔滨,2014-07-19,良
1.0,131,98,5,74,23,99,哈尔滨,2014-07-20,良
0.7,83,100,9,44,19,67,哈尔滨,2014-07-21,良
0.6,43,73,8,28,38,43,哈尔滨,2014-07-22,优
0.5,37,67,7,21,34,37,哈尔滨,2014-07-23,优
1.0,151,82,9,128,39,169,哈尔滨,2014-07-24,中度污染
1.4,254,143,11,199,61,249,哈尔滨,2014-07-25,重度污染
1.1,174,101,8,123,60,161,哈尔滨,2014-07-26,中度污染
0.7,78,103,9,46,40,64,哈尔滨,2014-07-27,良
1.0,118,164,9,84,35,112,哈尔滨,2014-07-28,轻度污染
0.9,100,146,9,75,31,101,哈尔滨,2014-07-29,轻度污染
0.8,79,131,11,57,31,77,哈尔滨,2014-07-30,良
0.8,76,131,8,54,33,76,哈尔滨,2014-07-31,良
0.9,85,110,7,54,33,74,哈尔滨,2014-08-01,良
0.9,90,67,6,46,47,70,哈尔滨,2014-08-02,良
0.6,41,103,7,22,36,53,哈尔滨,2014-08-03,良
0.6,52,68,10,23,40,51,哈尔滨,2014-08-04,良
0.6,47,74,8,19,36,47,哈尔滨,2014-08-05,优
0.6,38,67,7,20,30,38,哈尔滨,2014-08-06,优
0.7,60,77,9,37,37,55,哈尔滨,2014-08-07,良
0.7,77,111,16,46,56,64,哈尔滨,2014-08-08,良
0.8,63,102,10,40,41,57,哈尔滨,2014-08-09,良
0.7,57,111,9,32,42,59,哈尔滨,2014-08-10,良
0.7,60,101,11,32,55,55,哈尔滨,2014-08-11,良
0.6,50,92,9,22,41,50,哈尔滨,2014-08-12,优
0.6,43,89,10,22,40,45,哈尔滨,2014-08-13,优
0.6,58,67,11,23,49,54,哈尔滨,2014-08-14,良
0.7,55,72,10,28,49,52,哈尔滨,2014-08-15,良
0.6,38,86,7,26,27,43,哈尔滨,2014-08-16,优
0.6,42,95,10,26,29,48,哈尔滨,2014-08-17,优
0.7,55,111,10,28,44,59,哈尔滨,2014-08-18,良
0.7,69,109,12,31,51,60,哈尔滨,2014-08-19,良
0.6,51,125,9,25,41,71,哈尔滨,2014-08-20,良
0.8,56,127,8,34,39,73,哈尔滨,2014-08-21,良
0.7,50,101,8,29,37,51,哈尔滨,2014-08-22,良
0.8,74,58,10,35,59,62,哈尔滨,2014-08-23,良
0.8,60,113,9,34,39,61,哈尔滨,2014-08-24,良
0.6,40,74,20,21,43,40,哈尔滨,2014-08-25,优
0.5,21,46,9,10,33,23,哈尔滨,2014-08-26,优
0.6,30,63,10,15,28,32,哈尔滨,2014-08-27,优
0.8,59,86,13,33,48,55,哈尔滨,2014-08-28,良
0.6,45,101,12,23,41,51,哈尔滨,2014-08-29,良
0.7,50,93,11,28,42,50,哈尔滨,2014-08-30,优
0.7,55,93,14,27,48,53,哈尔滨,2014-08-31,良
0.6,54,94,12,24,40,52,哈尔滨,2014-09-01,良
0.5,40,76,11,20,30,40,哈尔滨,2014-09-02,优
0.5,25,50,9,16,26,25,哈尔滨,2014-09-03,优
0.5,41,65,13,17,36,41,哈尔滨,2014-09-04,优
0.5,30,62,11,14,29,31,哈尔滨,2014-09-05,优
0.6,31,74,12,14,34,37,哈尔滨,2014-09-06,优
0.7,59,83,16,25,46,54,哈尔滨,2014-09-07,良
0.4,24,61,10,14,20,31,哈尔滨,2014-09-08,优
0.4,19,44,10,9,21,22,哈尔滨,2014-09-09,优
0.4,23,50,10,11,22,25,哈尔滨,2014-09-10,优
0.6,39,47,11,16,31,39,哈尔滨,2014-09-11,优
0.9,97,53,19,42,44,73,哈尔滨,2014-09-12,良
0.6,62,59,17,24,39,56,哈尔滨,2014-09-13,良
0.5,37,52,16,16,24,37,哈尔滨,2014-09-14,优
0.4,27,53,12,11,21,27,哈尔滨,2014-09-15,优
0.6,38,56,15,18,30,38,哈尔滨,2014-09-16,优
0.6,53,63,22,26,42,51,哈尔滨,2014-09-17,良
0.7,64,45,19,28,41,57,哈尔滨,2014-09-18,良
0.8,87,57,24,38,54,69,哈尔滨,2014-09-19,良
0.7,83,54,21,35,49,67,哈尔滨,2014-09-20,良
0.8,83,59,28,37,61,67,哈尔滨,2014-09-21,良
0.7,79,83,21,38,54,64,哈尔滨,2014-09-22,良
0.6,36,46,11,24,29,36,哈尔滨,2014-09-23,优
0.6,39,50,13,18,34,39,哈尔滨,2014-09-24,优
0.9,67,59,26,30,51,59,哈尔滨,2014-09-25,良
0.5,47,69,26,20,37,47,哈尔滨,2014-09-26,优
