co,pm10,o3,so2,pm25,no2,aqi,city_name,date,grade
1.2,85,153,14,29,24,95,银川,2016-07-26,良
1.0,71,136,11,19,24,80,银川,2016-07-27,良
1.1,64,144,12,20,34,87,银川,2016-07-28,良
1.0,67,207,12,21,32,143,银川,2016-07-29,轻度污染
1.0,61,141,12,20,25,85,银川,2016-07-30,良
0.8,54,149,12,18,19,91,银川,2016-07-31,良
0.8,51,129,10,18,20,75,银川,2016-08-01,良
0.8,47,112,8,18,17,60,银川,2016-08-02,良
0.9,56,171,9,26,18,110,银川,2016-08-03,轻度污染
0.8,62,161,9,32,19,101,银川,2016-08-04,轻度污染
0.8,66,166,9,30,20,106,银川,2016-08-05,轻度污染
1.0,80,159,13,38,25,100,银川,2016-08-06,良
1.0,81,138,17,38,22,82,银川,2016-08-07,良
0.8,63,97,12,26,16,57,银川,2016-08-08,良
0.7,66,93,10,28,12,58,银川,2016-08-09,良
0.7,131,120,14,42,18,91,银川,2016-08-10,良
0.9,108,109,29,28,20,79,银川,2016-08-11,良
0.9,67,124,28,20,15,70,银川,2016-08-12,良
1.1,58,87,22,23,15,54,银川,2016-08-13,良
1.2,57,94,12,28,15,54,银川,2016-08-14,良
1.4,68,114,12,40,17,62,银川,2016-08-15,良
1.1,60,94,11,30,15,55,银川,2016-08-16,良
1.2,64,136,15,31,16,80,银川,2016-08-17,良
1.2,44,61,9,18,19,44,银川,2016-08-18,优
0.9,37,55,6,14,28,37,银川,2016-08-19,优
1.0,40,75,6,21,15,40,银川,2016-08-20,优
1.1,51,73,6,26,18,51,银川,2016-08-21,良
1.6,73,83,5,44,19,62,银川,2016-08-22,良
1.1,49,53,4,29,25,49,银川,2016-08-23,优
0.9,64,111,7,34,17,60,银川,2016-08-24,良
0.8,35,70,22,12,21,35,银川,2016-08-25,优
1.0,60,124,40,28,26,70,银川,2016-08-26,良
1.0,67,109,26,35,29,59,银川,2016-08-27,良
1.2,71,154,32,29,30,95,银川,2016-08-28,良
1.2,73,65,26,29,31,62,银川,2016-08-29,良
1.0,67,158,19,32,40,99,银川,2016-08-30,良
1.3,87,149,26,42,40,91,银川,2016-08-31,良
1.0,64,142,20,22,43,85,银川,2016-09-01,良
0.9,88,84,22,27,36,69,银川,2016-09-02,良
0.8,58,119,11,19,28,66,银川,2016-09-03,良
0.9,84,116,22,24,36,67,银川,2016-09-04,良
0.9,50,101,22,15,19,51,银川,2016-09-05,良
0.8,37,112,10,22,20,60,银川,2016-09-06,良
1.0,61,114,18,27,38,62,银川,2016-09-07,良
1.2,68,125,30,27,31,71,银川,2016-09-08,良
0.8,42,118,17,14,20,65,银川,2016-09-09,良
0.8,45,97,15,14,21,49,银川,2016-09-10,优
0.8,39,98,9,12,24,49,银川,2016-09-11,优
0.9,60,119,10,23,33,66,银川,2016-09-12,良
0.6,43,122,13,19,24,69,银川,2016-09-13,良
0.8,65,130,12,28,34,75,银川,2016-09-14,良
1.0,83,156,14,44,34,97,银川,2016-09-15,良
1.0,92,125,18,45,36,71,银川,2016-09-16,良
1.2,52,84,15,32,24,51,银川,2016-09-17,良
1.0,51,96,9,28,18,51,银川,2016-09-18,良
1.2,77,100,16,40,28,64,银川,2016-09-19,良
1.0,64,111,14,27,24,60,银川,2016-09-20,良
1.2,77,125,25,34,33,71,银川,2016-09-21,良
1.0,92,108,18,39,36,71,银川,2016-09-22,良
0.7,62,86,27,22,28,56,银川,2016-09-23,良
1.0,95,113,33,36,32,73,银川,2016-09-24,良
0.7,57,99,11,29,26,54,银川,2016-09-25,良
1.0,94,105,17,39,30,72,银川,2016-09-26,良
0.9,64,39,11,36,24,57,银川,2016-09-27,良
1.2,90,92,14,60,36,82,银川,2016-09-28,良
1.6,134,74,17,68,57,92,银川,2016-09-29,良
1.6,108,110,15,55,61,79,银川,2016-09-30,良
1.3,116,82,19,64,56,87,银川,2016-10-01,良
1.0,88,100,19,40,47,69,银川,2016-10-02,良
1.4,166,117,27,64,45,108,银川,2016-10-03,轻度污染
0.8,104,69,8,26,19,77,银川,2016-10-04,良
1.4,118,71,30,48,46,84,银川,2016-10-05,良
1.0,92,46,20,50,44,71,银川,2016-10-06,良
0.8,70,58,13,32,30,60,银川,2016-10-07,良
1.1,90,76,39,43,36,70,银川,2016-10-08,良
1.3,83,86,45,42,32,67,银川,2016-10-09,良
1.0,81,62,18,43,40,66,银川,2016-10-10,良
1.6,102,66,80,52,46,76,银川,2016-10-11,良
2.0,151,102,92,88,50,117,银川,2016-10-12,轻度污染
0.9,53,79,26,24,30,52,银川,2016-10-13,良
1.2,82,42,10,43,39,66,银川,2016-10-14,良
1.6,116,70,23,63,53,85,银川,2016-10-15,良
1.4,125,76,43,59,52,88,银川,2016-10-16,良
1.6,132,91,48,54,56,91,银川,2016-10-17,良
1.8,185,97,40,90,72,119,银川,2016-10-18,轻度污染
1.9,222,115,56,130,68,172,银川,2016-10-19,中度污染
1.6,139,92,28,78,44,104,银川,2016-10-20,轻度污染
1.0,99,43,12,40,18,75,银川,2016-10-21,良
1.0,50,49,14,26,26,50,银川,2016-10-22,优
1.6,107,66,19,56,41,79,银川,2016-10-23,良
1.4,87,55,16,48,49,69,银川,2016-10-24,良
1.6,151,57,38,94,52,124,银川,2016-10-25,轻度污染
1.2,98,77,48,44,42,74,银川,2016-10-26,良
1.2,65,51,24,38,34,58,银川,2016-10-27,良
0.9,60,54,37,25,38,55,银川,2016-10-28,良
0.9,74,69,35,35,34,62,银川,2016-10-29,良
0.9,77,61,37,36,28,64,银川,2016-10-30,良
1.1,60,58,48,26,28,55,银川,2016-10-31,良
1.5,119,43,62,64,59,87,银川,2016-11-01,良
2.2,204,46,98,125,90,165,银川,2016-11-02,中度污染
2.5,222,60,81,137,99,182,银川,2016-11-03,中度污染
1.8,130,69,59,66,66,90,银川,2016-11-04,良
3.1,224,65,141,137,92,182,银川,2016-11-05,中度污染
1.7,176,50,95,72,56,113,银川,2016-11-06,轻度污染
1.0,73,64,31,24,33,62,银川,2016-11-07,良
1.9,139,46,75,71,66,95,银川,2016-11-08,良
1.6,156,70,55,71,50,103,银川,2016-11-09,轻度污染
0.8,140,72,31,24,18,95,银川,2016-11-10,良
1.1,125,67,66,34,35,88,银川,2016-11-11,良
1.7,136,63,86,68,61,93,银川,2016-11-12,良
1.5,128,52,105,56,58,89,银川,2016-11-13,良
1.5,148,56,96,57,59,99,银川,2016-11-14,良
3.0,226,61,116,106,78,139,银川,2016-11-15,轻度污染
2.9,218,51,119,114,92,149,银川,2016-11-16,轻度污染
2.6,231,68,102,131,94,173,银川,2016-11-17,中度污染
1.4,199,67,64,85,51,125,银川,2016-11-18,轻度污染
1.0,124,49,91,43,50,87,银川,2016-11-19,良
1.8,159,36,121,69,53,105,银川,2016-11-20,轻度污染
0.7,102,55,46,27,22,76,银川,2016-11-21,良
0.7,42,58,44,19,26,44,银川,2016-11-22,优
1.5,104,48,106,63,58,85,银川,2016-11-23,良
2.2,152,39,98,99,68,130,银川,2016-11-24,轻度污染
2.2,245,40,132,119,74,156,银川,2016-11-25,中度污染
1.0,164,67,49,45,33,107,银川,2016-11-26,轻度污染
1.9,174,51,121,76,59,112,银川,2016-11-27,轻度污染
2.6,191,30,149,97,68,128,银川,2016-11-28,轻度污染
1.6,166,64,99,72,54,108,银川,2016-11-29,轻度污染
1.0,132,55,84,50,46,91,银川,2016-11-30,良
1.8,125,51,104,65,56,88,银川,2016-12-01,良
2.6,169,40,138,99,72,130,银川,2016-12-02,轻度污染
1.5,141,77,88,63,48,96,银川,2016-12-03,良
1.5,98,61,77,46,55,74,银川,2016-12-04,良
0.9,92,60,50,29,35,71,银川,2016-12-05,良
2.5,193,33,125,123,70,162,银川,2016-12-06,中度污染
1.8,132,48,128,77,67,103,银川,2016-12-07,轻度污染
1.4,95,58,122,57,48,86,银川,2016-12-08,良
1.8,89,36,129,52,53,90,银川,2016-12-09,良
2.4,128,40,148,76,57,102,银川,2016-12-10,轻度污染
2.7,203,50,121,143,68,190,银川,2016-12-11,中度污染
2.3,215,24,151,145,69,193,银川,2016-12-12,中度污染
2.6,234,29,112,155,66,205,银川,2016-12-13,重度污染
2.5,196,34,135,150,82,200,银川,2016-12-14,中度污染
2.5,240,44,139,166,81,216,银川,2016-12-15,重度污染
2.9,229,45,101,150,69,200,银川,2016-12-16,中度污染
2.5,218,43,114,134,73,178,银川,2016-12-17,中度污染
3.1,264,43,108,176,74,226,银川,2016-12-18,重度污染
3.8,295,39,157,199,78,249,银川,2016-12-19,重度污染
3.2,208,26,162,126,68,166,银川,2016-12-20,中度污染
1.5,143,44,119,69,56,97,银川,2016-12-21,良
1.9,137,40,117,84,62,112,银川,2016-12-22,轻度污染
2.8,212,36,158,142,72,189,银川,2016-12-23,中度污染
2.9,159,29,158,92,54,122,银川,2016-12-24,轻度污染
2.2,159,47,159,89,47,118,银川,2016-12-25,轻度污染
1.0,80,76,92,28,28,71,银川,2016-12-26,良
1.6,112,58,99,56,44,81,银川,2016-12-27,良
1.5,106,50,92,56,49,78,银川,2016-12-28,良
2.1,129,49,104,71,54,95,银川,2016-12-29,良
2.5,186,49,166,113,74,148,银川,2016-12-30,轻度污染
3.3,257,28,192,171,101,221,银川,2016-12-31,重度污染
3.7,251,28,177,167,83,217,银川,2017-01-01,重度污染
2.9,246,36,138,158,78,208,银川,2017-01-02,重度污染
3.8,309,41,179,215,82,265,银川,2017-01-03,重度污染
3.0,188,56,143,112,67,147,银川,2017-01-04,轻度污染
3.7,291,47,179,196,90,246,银川,2017-01-05,重度污染
2.5,215,46,122,138,69,183,银川,2017-01-06,中度污染
2.1,164,42,102,104,71,137,银川,2017-01-07,轻度污染
2.0,157,52,126,99,62,130,银川,2017-01-08,轻度污染
1.4,78,47,100,43,49,75,银川,2017-01-09,良
1.7,114,50,117,67,62,90,银川,2017-01-10,良
1.8,126,34,112,75,67,100,银川,2017-01-11,良
2.1,147,49,116,86,68,114,银川,2017-01-12,轻度污染
2.4,156,54,119,92,64,122,银川,2017-01-13,轻度污染
2.9,154,44,156,86,64,114,银川,2017-01-14,轻度污染
2.5,170,28,183,103,79,135,银川,2017-01-15,轻度污染
1.4,112,77,118,56,44,84,银川,2017-01-16,良
1.3,113,74,97,44,39,82,银川,2017-01-17,良
2.1,136,85,101,68,46,93,银川,2017-01-18,良
1.1,123,69,95,31,31,87,银川,2017-01-19,良
1.9,117,50,121,60,53,86,银川,2017-01-20,良
1.6,102,66,129,48,47,90,银川,2017-01-21,良
2.4,144,55,133,83,60,110,银川,2017-01-22,轻度污染
3.3,172,55,162,109,65,143,银川,2017-01-23,轻度污染
2.8,138,51,166,84,71,112,银川,2017-01-24,轻度污染
3.1,287,77,164,119,68,169,银川,2017-01-25,中度污染
1.3,437,70,93,75,37,322,银川,2017-01-26,严重污染
1.6,226,77,88,70,38,138,银川,2017-01-27,轻度污染
1.6,305,75,136,118,39,178,银川,2017-01-28,中度污染
0.9,111,76,42,22,14,81,银川,2017-01-29,良
1.5,66,62,87,32,27,69,银川,2017-01-30,良
2.0,115,60,127,64,39,89,银川,2017-01-31,良
1.7,103,76,108,52,35,79,银川,2017-02-01,良
2.7,170,60,147,96,56,127,银川,2017-02-02,轻度污染
2.5,207,50,94,141,55,188,银川,2017-02-03,中度污染
2.5,208,98,92,143,50,190,银川,2017-02-04,中度污染
1.9,122,75,89,62,49,86,银川,2017-02-05,良
1.8,133,50,119,62,55,92,银川,2017-02-06,良
1.2,139,71,98,56,42,95,银川,2017-02-07,良
0.8,74,69,94,34,39,72,银川,2017-02-08,良
1.0,88,65,85,53,47,73,银川,2017-02-09,良
1.4,116,81,85,76,58,102,银川,2017-02-10,轻度污染
1.7,153,77,118,98,64,129,银川,2017-02-11,轻度污染
1.8,155,89,101,101,58,133,银川,2017-02-12,轻度污染
1.7,123,91,90,74,56,99,银川,2017-02-13,良
1.9,174,103,122,112,73,147,银川,2017-02-14,轻度污染
1.9,228,98,120,138,76,183,银川,2017-02-15,中度污染
1.3,182,75,88,85,43,116,银川,2017-02-16,轻度污染
1.1,101,83,76,46,45,76,银川,2017-02-17,良
1.8,156,92,103,75,55,103,银川,2017-02-18,轻度污染
1.1,236,94,49,53,26,143,银川,2017-02-19,轻度污染
0.8,60,80,33,21,20,55,银川,2017-02-20,良
0.8,91,95,40,45,29,71,银川,2017-02-21,良
0.9,102,100,99,44,43,76,银川,2017-02-22,良
1.2,137,98,77,77,50,103,银川,2017-02-23,轻度污染
1.4,124,79,78,80,59,107,银川,2017-02-24,轻度污染
1.3,101,83,110,64,55,87,银川,2017-02-25,良
1.0,83,78,71,44,45,67,银川,2017-02-26,良
1.4,113,88,86,57,57,82,银川,2017-02-27,良
1.1,102,94,59,44,37,76,银川,2017-02-28,良
0.8,50,99,55,20,33,53,银川,2017-03-01,良
1.2,99,88,83,47,57,75,银川,2017-03-02,良
1.3,109,105,77,52,58,80,银川,2017-03-03,良
1.5,100,108,56,50,50,75,银川,2017-03-04,良
0.9,53,99,42,24,27,52,银川,2017-03-05,良
1.2,71,100,63,39,45,61,银川,2017-03-06,良
1.2,69,95,47,37,37,60,银川,2017-03-07,良
1.0,59,89,78,29,39,64,银川,2017-03-08,良
1.3,87,92,65,49,51,69,银川,2017-03-09,良
1.5,100,115,83,61,50,83,银川,2017-03-10,良
1.1,69,104,57,34,40,60,银川,2017-03-11,良
0.9,54,95,29,25,23,52,银川,2017-03-12,良
0.9,54,97,38,26,27,52,银川,2017-03-13,良
1.0,78,103,69,50,34,69,银川,2017-03-14,良
1.1,97,104,64,63,44,85,银川,2017-03-15,良
1.2,99,109,70,62,45,84,银川,2017-03-16,良
1.3,137,121,57,78,49,104,银川,2017-03-17,轻度污染
1.1,129,104,64,51,47,90,银川,2017-03-18,良
1.3,128,66,43,84,46,112,银川,2017-03-19,轻度污染
1.3,128,98,23,102,32,134,银川,2017-03-20,轻度污染
1.2,119,101,52,85,40,113,银川,2017-03-21,轻度污染
1.0,83,80,40,54,34,74,银川,2017-03-22,良
0.9,223,91,26,53,27,137,银川,2017-03-23,轻度污染
0.6,153,106,16,29,14,102,银川,2017-03-24,轻度污染
0.9,68,94,45,26,35,59,银川,2017-03-25,良
0.8,75,105,47,36,46,63,银川,2017-03-26,良
1.1,158,104,46,62,54,104,银川,2017-03-27,轻度污染
0.8,104,102,40,44,48,77,银川,2017-03-28,良
1.2,159,84,69,79,68,105,银川,2017-03-29,轻度污染
0.9,90,89,36,41,44,70,银川,2017-03-30,良
0.9,89,107,31,43,44,70,银川,2017-03-31,良
0.8,82,119,37,35,49,66,银川,2017-04-01,良
1.1,110,121,47,44,57,80,银川,2017-04-02,良
1.0,127,119,35,55,52,89,银川,2017-04-03,良
0.7,57,114,23,27,24,62,银川,2017-04-04,良
1.1,100,161,29,54,42,101,银川,2017-04-05,轻度污染
1.0,134,123,25,65,41,92,银川,2017-04-06,良
0.8,183,114,26,56,38,117,银川,2017-04-07,轻度污染
0.5,48,89,15,18,20,48,银川,2017-04-08,优
0.6,73,105,21,25,27,62,银川,2017-04-09,良
0.5,45,95,11,17,19,48,银川,2017-04-10,优
0.7,74,96,20,22,36,62,银川,2017-04-11,良
0.8,113,92,29,47,46,82,银川,2017-04-12,良
0.5,110,117,16,26,22,80,银川,2017-04-13,良
0.5,99,126,13,27,25,75,银川,2017-04-14,良
0.7,94,109,30,32,43,72,银川,2017-04-15,良
0.5,255,110,23,56,23,153,银川,2017-04-16,中度污染
0.4,318,113,24,67,15,184,银川,2017-04-17,中度污染
0.5,167,115,22,47,25,109,银川,2017-04-18,轻度污染
0.3,136,123,13,27,14,93,银川,2017-04-19,良
0.4,171,111,13,32,13,111,银川,2017-04-20,轻度污染
0.6,88,119,20,29,39,69,银川,2017-04-21,良
0.7,105,135,28,38,49,80,银川,2017-04-22,良
0.6,107,136,33,34,35,80,银川,2017-04-23,良
0.6,84,128,22,28,27,74,银川,2017-04-24,良
0.5,82,124,19,33,18,70,银川,2017-04-25,良
0.6,82,132,23,27,27,77,银川,2017-04-26,良
0.7,100,137,18,34,48,81,银川,2017-04-27,良
1.0,121,136,32,46,57,86,银川,2017-04-28,良
1.0,156,158,29,57,65,103,银川,2017-04-29,轻度污染
1.1,160,131,29,63,64,105,银川,2017-04-30,轻度污染
0.7,122,166,23,38,33,106,银川,2017-05-01,轻度污染
1.0,112,110,27,49,31,81,银川,2017-05-02,良
0.5,279,115,24,73,20,165,银川,2017-05-03,中度污染
0.5,793,114,21,203,24,500,银川,2017-05-04,严重污染
0.5,427,114,12,109,26,309,银川,2017-05-05,严重污染
0.8,214,119,34,69,52,132,银川,2017-05-06,轻度污染
0.9,160,121,40,59,55,105,银川,2017-05-07,轻度污染
0.7,117,136,49,40,36,84,银川,2017-05-08,良
0.5,137,113,17,37,30,94,银川,2017-05-09,良
0.6,128,118,22,41,41,89,银川,2017-05-10,良
0.5,115,131,24,37,42,83,银川,2017-05-11,良
0.5,126,151,26,36,40,93,银川,2017-05-12,良
0.6,103,113,27,33,41,77,银川,2017-05-13,良
0.5,90,127,24,31,22,73,银川,2017-05-14,良
0.7,80,152,29,34,29,94,银川,2017-05-15,良
0.6,95,150,24,33,48,92,银川,2017-05-16,良
0.6,109,181,30,40,48,120,银川,2017-05-17,轻度污染
0.5,95,161,32,31,31,101,银川,2017-05-18,轻度污染
0.5,77,185,30,30,31,123,银川,2017-05-19,轻度污染
0.6,94,243,23,38,37,178,银川,2017-05-20,中度污染
0.6,394,134,28,125,22,263,银川,2017-05-21,重度污染
0.7,195,105,26,76,31,123,银川,2017-05-22,轻度污染
0.5,98,138,17,36,36,82,银川,2017-05-23,良
0.6,99,157,23,32,52,98,银川,2017-05-24,良
0.6,93,145,34,30,49,88,银川,2017-05-25,良
0.6,88,159,36,27,50,100,银川,2017-05-26,良
0.7,114,167,29,37,50,107,银川,2017-05-27,轻度污染
0.5,102,158,33,32,41,99,银川,2017-05-28,良
0.5,111,208,37,41,29,144,银川,2017-05-29,轻度污染
0.6,147,166,29,51,43,106,银川,2017-05-30,轻度污染
0.9,169,161,42,56,61,110,银川,2017-05-31,轻度污染
0.8,144,211,42,55,58,147,银川,2017-06-01,轻度污染
0.4,162,131,21,44,21,106,银川,2017-06-02,轻度污染
0.5,257,136,29,52,26,154,银川,2017-06-03,中度污染
0.5,118,147,25,38,23,90,银川,2017-06-04,良
0.8,66,137,20,30,15,81,银川,2017-06-05,良
0.5,63,136,22,25,25,80,银川,2017-06-06,良
0.7,84,224,24,35,33,159,银川,2017-06-07,中度污染
0.5,85,186,28,34,31,124,银川,2017-06-08,轻度污染
0.7,126,128,25,48,35,88,银川,2017-06-09,良
0.6,148,158,22,53,35,99,银川,2017-06-10,良
0.7,159,155,32,49,54,105,银川,2017-06-11,轻度污染
0.6,99,185,28,35,46,123,银川,2017-06-12,轻度污染
0.6,112,149,23,32,35,91,银川,2017-06-13,良
0.8,87,195,30,34,34,132,银川,2017-06-14,轻度污染
0.6,84,213,16,37,28,149,银川,2017-06-15,轻度污染
0.8,115,261,18,47,45,196,银川,2017-06-16,中度污染
0.7,110,189,25,42,42,127,银川,2017-06-17,轻度污染
0.7,106,152,21,36,36,94,银川,2017-06-18,良
0.7,84,118,21,27,37,67,银川,2017-06-19,良
0.7,107,193,20,35,51,130,银川,2017-06-20,轻度污染
0.6,73,126,26,25,33,72,银川,2017-06-21,良
0.5,100,128,16,30,33,75,银川,2017-06-22,良
0.5,63,130,10,15,25,75,银川,2017-06-23,良
0.6,80,154,25,21,43,95,银川,2017-06-24,良
0.7,86,157,19,27,43,98,银川,2017-06-25,良
0.6,78,227,26,25,44,162,银川,2017-06-26,中度污染
0.6,80,211,21,26,37,147,银川,2017-06-27,轻度污染
0.6,81,210,22,27,27,146,银川,2017-06-28,轻度污染
0.8,103,206,23,33,27,142,银川,2017-06-29,轻度污染
0.7,75,234,24,32,28,169,银川,2017-06-30,中度污染
0.8,99,244,16,43,35,179,银川,2017-07-01,中度污染
0.6,122,171,17,43,29,110,银川,2017-07-02,轻度污染
0.6,66,129,13,22,28,75,银川,2017-07-03,良
0.7,70,199,21,30,27,136,银川,2017-07-04,轻度污染
0.8,82,97,10,34,26,66,银川,2017-07-05,良
0.8,99,156,14,43,33,97,银川,2017-07-06,良
0.6,77,139,26,24,45,83,银川,2017-07-07,良
0.7,122,117,27,37,52,86,银川,2017-07-08,良
0.7,99,151,21,29,51,93,银川,2017-07-09,良
1.0,128,171,29,41,59,110,银川,2017-07-10,轻度污染
0.8,146,152,27,45,61,98,银川,2017-07-11,良
0.7,130,183,23,43,49,121,银川,2017-07-12,轻度污染
0.7,99,220,23,41,36,155,银川,2017-07-13,中度污染
0.7,135,148,22,44,29,93,银川,2017-07-14,良
0.6,77,183,13,35,21,121,银川,2017-07-15,轻度污染
0.6,77,183,14,31,21,121,银川,2017-07-16,轻度污染
0.6,71,185,11,31,21,123,银川,2017-07-17,轻度污染
0.6,72,200,19,34,21,137,银川,2017-07-18,轻度污染
0.6,75,171,11,30,24,110,银川,2017-07-19,轻度污染
0.7,148,152,14,49,19,99,银川,2017-07-20,良
0.6,63,132,20,20,15,77,银川,2017-07-21,良
0.7,75,191,20,31,17,129,银川,2017-07-22,轻度污染
0.7,69,130,24,23,17,75,银川,2017-07-23,良
0.7,63,107,18,28,16,57,银川,2017-07-24,良
0.7,60,133,10,27,16,78,银川,2017-07-25,良
1.0,79,76,7,44,22,65,银川,2017-07-26,良
0.5,36,115,5,14,15,63,银川,2017-07-27,良
0.6,46,123,9,19,28,70,银川,2017-07-28,良
0.6,51,148,9,20,23,90,银川,2017-07-29,良
0.7,66,164,25,26,29,104,银川,2017-07-30,轻度污染
0.8,77,172,17,29,38,111,银川,2017-07-31,轻度污染
0.8,82,102,17,33,30,66,银川,2017-08-01,良
0.6,76,137,13,34,28,81,银川,2017-08-02,良
0.7,146,163,28,46,31,103,银川,2017-08-03,轻度污染
0.6,54,175,19,23,19,114,银川,2017-08-04,轻度污染
0.7,105,169,22,42,39,109,银川,2017-08-05,轻度污染
0.7,71,139,20,24,34,83,银川,2017-08-06,良
0.7,107,117,34,37,45,79,银川,2017-08-07,良
0.5,75,120,14,22,23,67,银川,2017-08-08,良
0.6,62,136,20,18,29,80,银川,2017-08-09,良
0.6,82,128,35,26,36,74,银川,2017-08-10,良
0.9,101,168,33,31,39,108,银川,2017-08-11,轻度污染
0.9,82,136,44,25,38,80,银川,2017-08-12,良
0.8,81,164,26,30,31,104,银川,2017-08-13,轻度污染
1.0,97,194,23,39,35,131,银川,2017-08-14,轻度污染
0.6,75,184,20,28,30,122,银川,2017-08-15,轻度污染
0.7,93,184,20,34,32,122,银川,2017-08-16,轻度污染
0.7,92,148,16,36,33,90,银川,2017-08-17,良
0.7,73,167,15,30,29,107,银川,2017-08-18,轻度污染
0.6,55,137,14,23,25,81,银川,2017-08-19,良
0.6,49,101,15,25,19,51,银川,2017-08-20,良
0.7,83,137,28,43,31,81,银川,2017-08-21,良
0.6,51,113,20,25,26,61,银川,2017-08-22,良
0.8,75,83,25,30,37,63,银川,2017-08-23,良
0.8,69,89,19,27,34,60,银川,2017-08-24,良
0.7,75,125,27,32,34,71,银川,2017-08-25,良
0.6,33,86,9,16,21,43,银川,2017-08-26,优
1.1,84,79,17,45,32,67,银川,2017-08-27,良
1.2,99,100,24,50,35,75,银川,2017-08-28,良
0.6,41,83,18,17,25,42,银川,2017-08-29,优
1.0,62,146,14,29,40,89,银川,2017-08-30,良
1.0,66,159,16,24,43,100,银川,2017-08-31,良
0.9,64,110,14,26,30,59,银川,2017-09-01,良
0.9,73,130,26,33,29,75,银川,2017-09-02,良
0.8,68,85,18,32,26,59,银川,2017-09-03,良
0.8,62,81,20,23,33,56,银川,2017-09-04,良
0.7,69,100,28,22,34,60,银川,2017-09-05,良
0.7,76,112,31,24,32,63,银川,2017-09-06,良
0.7,83,126,29,28,41,72,银川,2017-09-07,良
0.7,68,111,32,21,32,60,银川,2017-09-08,良
0.7,65,91,21,20,24,58,银川,2017-09-09,良
0.8,85,118,20,27,35,68,银川,2017-09-10,良
0.9,107,147,18,35,50,90,银川,2017-09-11,良
0.8,110,177,24,33,40,116,银川,2017-09-12,轻度污染
0.8,102,114,14,35,35,76,银川,2017-09-13,良
1.0,105,75,26,44,38,78,银川,2017-09-14,良
0.9,114,146,28,43,41,89,银川,2017-09-15,良
1.0,86,123,21,35,32,70,银川,2017-09-16,良
1.1,108,107,32,37,45,79,银川,2017-09-17,良
0.9,102,116,39,36,43,76,银川,2017-09-18,良
0.9,88,110,40,28,34,69,银川,2017-09-19,良
0.7,79,115,25,26,37,65,银川,2017-09-20,良
0.7,102,103,23,29,32,76,银川,2017-09-21,良
0.8,167,118,29,40,42,109,银川,2017-09-22,轻度污染
0.8,106,107,21,32,47,78,银川,2017-09-23,良
1.0,114,164,34,39,51,104,银川,2017-09-24,轻度污染
0.8,120,115,20,39,29,85,银川,2017-09-25,良
0.6,95,84,12,34,26,73,银川,2017-09-26,良
0.7,84,100,20,25,35,67,银川,2017-09-27,良
1.0,77,88,35,24,37,64,银川,2017-09-28,良
1.1,129,114,38,43,62,90,银川,2017-09-29,良
1.1,119,110,26,37,57,85,银川,2017-09-30,良
1.1,141,104,19,43,40,96,银川,2017-10-01,良
1.0,101,46,28,34,31,76,银川,2017-10-02,良
1.3,130,85,26,60,41,90,银川,2017-10-03,良
0.9,50,95,20,19,26,50,银川,2017-10-04,优
1.0,55,97,17,20,30,53,银川,2017-10-05,良
1.0,79,89,22,33,37,65,银川,2017-10-06,良
1.5,149,146,37,81,47,108,银川,2017-10-07,轻度污染
1.0,141,57,24,49,29,96,银川,2017-10-08,良
0.8,33,65,13,17,15,33,银川,2017-10-09,优
0.9,66,72,22,34,30,58,银川,2017-10-10,良
1.1,107,78,17,52,39,79,银川,2017-10-11,良
1.0,103,89,21,52,37,77,银川,2017-10-12,良
1.6,130,91,32,51,58,90,银川,2017-10-13,良
1.3,165,102,31,73,64,108,银川,2017-10-14,轻度污染
1.0,91,94,24,39,46,71,银川,2017-10-15,良
1.0,61,73,15,29,31,56,银川,2017-10-16,良
0.9,37,61,8,18,25,37,银川,2017-10-17,优
1.6,101,94,16,50,49,76,银川,2017-10-18,良
1.5,118,106,13,59,52,84,银川,2017-10-19,良
1.6,138,79,29,68,58,94,银川,2017-10-20,良
1.4,138,79,19,71,53,95,银川,2017-10-21,良
1.2,124,80,35,44,57,87,银川,2017-10-22,良
1.4,115,91,30,52,53,83,银川,2017-10-23,良
1.1,84,65,12,41,37,67,银川,2017-10-24,良
1.0,78,75,12,35,37,64,银川,2017-10-25,良
0.9,94,87,22,30,46,72,银川,2017-10-26,良
1.1,138,87,44,52,45,94,银川,2017-10-27,良
0.7,122,73,23,28,21,86,银川,2017-10-28,良
0.9,75,74,49,31,32,63,银川,2017-10-29,良
1.9,191,64,86,78,79,121,银川,2017-10-30,轻度污染
2.2,267,53,71,131,103,173,银川,2017-10-31,中度污染
1.4,164,81,56,71,56,107,银川,2017-11-01,轻度污染
0.7,112,93,23,29,26,81,银川,2017-11-02,良
1.1,91,85,42,34,50,71,银川,2017-11-03,良
1.9,127,78,80,58,61,89,银川,2017-11-04,良
2.2,212,79,48,100,86,132,银川,2017-11-05,轻度污染
1.6,176,76,37,80,56,113,银川,2017-11-06,轻度污染
0.9,95,75,45,36,37,73,银川,2017-11-07,良
1.8,145,59,95,63,64,98,银川,2017-11-08,良
1.0,137,69,55,48,45,94,银川,2017-11-09,良
0.8,101,55,52,29,34,76,银川,2017-11-10,良
1.6,154,48,83,67,63,102,银川,2017-11-11,轻度污染
1.5,136,76,70,63,49,93,银川,2017-11-12,良
0.7,49,81,55,17,26,53,银川,2017-11-13,良
1.0,74,56,44,28,39,62,银川,2017-11-14,良
